CustomerID,AveMonthSpend
18988,48.005724567288105
29135,127.0598705486652
12156,48.73995611680502
13749,88.23649895100452
27780,55.6810327762105
16375,47.814027042765304
16109,106.4301170071881
15606,149.2973989396003
20888,85.16338428082032
20716,54.20666548257669
21311,62.53282355645294
21741,52.33305041031148
20101,72.53698793386617
28302,49.27691021949611
14515,40.03942296592941
11674,54.64307475459888
11539,85.23918732375861
14290,69.28220227592693
20615,97.67718034438893
14818,57.30567544192885
26973,67.977254202432
17825,74.71880327762831
15133,165.32410194247984
22334,84.26685096940928
26530,54.813149769080205
15411,68.93515122821046
24792,86.9588781624105
18812,120.6974314251914
27688,74.86888280121401
14513,61.39802994726392
28847,66.21964912900869
11168,79.11697714545424
18336,45.534944560638536
14382,70.19368933822555
28882,99.20211273067099
23238,101.92144772405415
19098,166.3551416789828
15295,95.9412027943414
12347,53.7692500956844
20655,87.61646739167996
28156,50.31332624357115
20907,80.29560390527234
22162,76.93033277804547
17782,49.25491831449412
25307,56.579069196763605
14641,73.83228978912126
12477,57.97170208917525
18593,80.50839223826544
22718,118.31055600753864
11377,79.65216573639827
18875,76.42195174722262
21972,79.83715140699128
13420,77.78929607626756
19205,65.23373854962817
15966,49.449201065295114
16311,76.55042818880023
26497,58.0673466268122
27508,70.93304470053208
20403,58.88742313051971
12728,63.86294869453333
26965,48.19645191800548
26248,63.35148767041332
18078,92.98374026114574
15376,77.75879736043616
28529,51.182073573229545
16104,74.24667078064626
13633,78.35528312405206
26019,155.7254098156582
19646,60.854265436737904
12133,97.88271077980615
19411,79.80337969069923
23050,64.02853504292851
16803,93.42311367178154
25367,48.52844257000042
11018,64.7998375190856
24425,77.15701788134038
19505,99.86474336361393
27759,68.24582708549427
12996,54.54868528751111
17519,48.13452603446924
19145,94.63468792380932
18746,68.05170490941167
12607,52.181154604858264
21435,83.23328074292576
11569,81.86253915632537
23800,50.15267143320739
21618,84.6969351019792
26089,115.0083621441554
11551,79.55379158572143
21268,56.72981122080201
23072,52.21145092293393
26766,91.37510637895123
15407,47.74168347282512
16381,52.93424569500904
13665,41.148580317757194
13409,154.00443904872114
15609,53.661756308408656
18681,53.12393508143904
18464,51.12063422259034
27695,53.8090578554023
21567,101.42685707769553
27999,69.72773069561426
11733,53.141995447386805
18823,126.02354775979761
13893,83.2200635202436
16817,101.4073331857379
26889,40.17448886045992
13339,49.45846515001128
16670,48.0995762611276
16690,61.763504845859046
22080,89.3949122262075
15291,51.10808109508625
24355,80.24032987586902
17502,59.98929325206555
18358,71.77754767900073
19893,86.43443476731049
14093,41.57394273099469
23327,43.70964358017788
11069,47.64142545933438
15778,99.03599712078172
22960,138.58540797868832
29269,85.97996648248608
28245,75.6705135426103
20497,41.089431394253666
23091,72.46221666526017
14418,58.655874511208125
27497,63.933846160445135
28577,89.20093491849333
22654,82.58122780494001
13485,126.53595019985981
22025,42.459009220899404
28515,92.65333000838511
26318,133.45400940435312
11959,45.68294424158012
21429,53.510648549064335
21545,106.61532776169547
21848,163.23526470695944
11995,82.86685147661497
24675,85.47600144788673
16096,81.6115482652101
13966,85.30372740366175
21707,48.12107711125125
15157,127.29238635051887
15017,38.98602546738686
19705,71.44584364798847
14416,62.206896780221285
24466,52.944334972775366
20135,40.458949412328074
28431,57.75283265922556
22058,61.11258980319531
11331,89.98598192867952
18320,65.80302789413884
24761,68.6815366650437
16219,75.05537408563123
22205,108.94225112495506
19647,37.0803552683214
28662,75.36290032803966
18732,55.21705083248179
12339,76.22613509211872
22106,91.5132551083375
23305,42.24305486146063
20290,65.78365406295613
16067,58.53520006720576
20186,103.82453350169327
14600,99.4034023920196
23713,59.98653712377359
11288,85.19660557087828
27942,92.95870562886886
25824,85.67056039631589
